,Unnamed: 0,Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Normalized Sales,Category,Month,Year
252,252,253,2023-08-31,CUST253,Female,53,Clothing,4,500,2000,1.0,High,8,2023
253,253,254,2023-07-28,CUST254,Male,41,Electronics,1,500,500,0.240506329113924,Madium,7,2023
254,254,255,2023-04-08,CUST255,Male,48,Clothing,1,30,30,0.0025316455696202,Low,4,2023
255,255,256,2023-02-18,CUST256,Male,23,Clothing,2,500,1000,0.4936708860759494,High,2,2023
256,256,257,2023-02-19,CUST257,Male,19,Beauty,4,500,2000,1.0,High,2,2023
257,257,258,2023-12-04,CUST258,Female,37,Clothing,1,50,50,0.0126582278481012,Low,12,2023
258,258,259,2023-08-09,CUST259,Female,45,Clothing,4,50,200,0.0886075949367088,Madium,8,2023
259,259,260,2023-07-01,CUST260,Male,28,Beauty,2,30,60,0.0177215189873417,Low,7,2023
260,260,261,2023-08-05,CUST261,Male,21,Clothing,2,25,50,0.0126582278481012,Low,8,2023
261,261,262,2023-07-30,CUST262,Female,32,Beauty,4,30,120,0.0481012658227848,Madium,7,2023
262,262,263,2023-08-28,CUST263,Male,23,Beauty,2,30,60,0.0177215189873417,Low,8,2023
263,263,264,2023-01-28,CUST264,Male,47,Clothing,3,300,900,0.4430379746835443,,1,2023
264,264,265,2023-12-11,CUST265,Male,55,Clothing,3,300,900,0.4430379746835443,,12,2023
265,265,266,2023-12-01,CUST266,Female,19,Electronics,2,30,60,0.0177215189873417,Low,12,2023
266,266,267,2023-11-27,CUST267,Female,32,Beauty,3,30,90,0.0329113924050632,Low,11,2023
267,267,268,2023-02-20,CUST268,Female,28,Electronics,1,30,30,0.0025316455696202,Low,2,2023
268,268,269,2023-02-01,CUST269,Male,25,Clothing,4,500,2000,1.0,High,2,2023
269,269,270,2023-07-26,CUST270,Male,43,Electronics,1,300,300,0.1392405063291139,Madium,7,2023
270,270,271,2023-06-23,CUST271,Female,62,Beauty,4,30,120,0.0481012658227848,Madium,6,2023
271,271,272,2023-02-25,CUST272,Female,61,Electronics,2,50,100,0.0379746835443038,Low,2,2023
272,272,273,2023-05-08,CUST273,Female,22,Beauty,1,50,50,0.0126582278481012,Low,5,2023
273,273,274,2023-04-09,CUST274,Female,23,Clothing,2,500,1000,0.4936708860759494,High,4,2023
274,274,275,2023-04-08,CUST275,Male,43,Clothing,2,500,1000,0.4936708860759494,High,4,2023
275,275,276,2023-10-02,CUST276,Female,21,Beauty,4,25,100,0.0379746835443038,Low,10,2023
276,276,277,2023-08-18,CUST277,Male,36,Clothing,4,25,100,0.0379746835443038,Low,8,2023
277,277,278,2023-03-13,CUST278,Female,37,Clothing,4,25,100,0.0379746835443038,Low,3,2023
278,278,279,2023-08-05,CUST279,Male,50,Clothing,1,500,500,0.240506329113924,Madium,8,2023
279,279,280,2023-04-04,CUST280,Female,37,Clothing,3,500,1500,0.7468354430379747,High,4,2023
280,280,281,2023-05-23,CUST281,Female,29,Beauty,4,500,2000,1.0,High,5,2023
281,281,282,2023-08-25,CUST282,Female,64,Electronics,4,50,200,0.0886075949367088,Madium,8,2023
282,282,283,2023-05-08,CUST283,Female,18,Electronics,1,500,500,0.240506329113924,Madium,5,2023
283,283,284,2023-02-08,CUST284,Male,43,Clothing,4,50,200,0.0886075949367088,Madium,2,2023
284,284,285,2023-08-15,CUST285,Female,31,Electronics,1,25,25,0.0,Low,8,2023
285,285,286,2023-10-09,CUST286,Male,55,Electronics,2,25,50,0.0126582278481012,Low,10,2023
286,286,287,2023-02-20,CUST287,Male,54,Clothing,4,25,100,0.0379746835443038,Low,2,2023
287,287,288,2023-01-26,CUST288,Male,28,Clothing,4,30,120,0.0481012658227848,Madium,1,2023
288,288,289,2023-11-30,CUST289,Male,53,Electronics,2,30,60,0.0177215189873417,Low,11,2023
289,289,290,2023-10-04,CUST290,Female,30,Beauty,2,300,600,0.2911392405063291,,10,2023
290,290,291,2023-01-08,CUST291,Male,60,Clothing,2,300,600,0.2911392405063291,,1,2023
291,291,292,2023-02-17,CUST292,Male,20,Beauty,4,300,1200,0.5949367088607594,High,2,2023
292,292,293,2023-05-02,CUST293,Male,50,Electronics,3,30,90,0.0329113924050632,Low,5,2023
293,293,294,2023-03-27,CUST294,Female,23,Clothing,3,30,90,0.0329113924050632,Low,3,2023
294,294,295,2023-07-28,CUST295,Female,27,Beauty,3,300,900,0.4430379746835443,,7,2023
295,295,296,2023-09-06,CUST296,Female,22,Clothing,4,300,1200,0.5949367088607594,High,9,2023
296,296,297,2023-09-04,CUST297,Female,40,Electronics,2,500,1000,0.4936708860759494,High,9,2023
297,297,298,2023-04-20,CUST298,Male,27,Beauty,4,300,1200,0.5949367088607594,High,4,2023
298,298,299,2023-07-25,CUST299,Male,61,Electronics,2,500,1000,0.4936708860759494,High,7,2023
299,299,300,2023-01-31,CUST300,Female,19,Electronics,4,50,200,0.0886075949367088,Madium,1,2023
300,300,301,2023-03-26,CUST301,Male,30,Clothing,4,30,120,0.0481012658227848,Madium,3,2023
301,301,302,2023-07-14,CUST302,Male,57,Beauty,2,300,600,0.2911392405063291,,7,2023
302,302,303,2023-01-02,CUST303,Male,19,Electronics,3,30,90,0.0329113924050632,Low,1,2023
303,303,304,2023-07-19,CUST304,Female,37,Electronics,2,30,60,0.0177215189873417,Low,7,2023
304,304,305,2023-05-16,CUST305,Female,18,Beauty,1,30,30,0.0025316455696202,Low,5,2023
305,305,306,2023-08-21,CUST306,Male,54,Electronics,1,50,50,0.0126582278481012,Low,8,2023
306,306,307,2023-05-27,CUST307,Female,26,Electronics,2,25,50,0.0126582278481012,Low,5,2023
307,307,308,2023-08-05,CUST308,Female,34,Beauty,4,300,1200,0.5949367088607594,High,8,2023
308,308,309,2023-12-23,CUST309,Female,26,Beauty,1,25,25,0.0,Low,12,2023
309,309,310,2023-10-12,CUST310,Female,28,Beauty,1,25,25,0.0,Low,10,2023
310,310,311,2023-12-05,CUST311,Female,32,Beauty,4,25,100,0.0379746835443038,Low,12,2023
311,311,312,2023-09-07,CUST312,Male,41,Clothing,4,30,120,0.0481012658227848,Madium,9,2023
312,312,313,2023-03-21,CUST313,Female,55,Beauty,3,500,1500,0.7468354430379747,High,3,2023
313,313,314,2023-04-08,CUST314,Male,52,Clothing,4,30,120,0.0481012658227848,Madium,4,2023
314,314,315,2023-06-01,CUST315,Male,47,Clothing,2,30,60,0.0177215189873417,Low,6,2023
315,315,316,2023-04-22,CUST316,Female,48,Clothing,2,25,50,0.0126582278481012,Low,4,2023
316,316,317,2023-01-30,CUST317,Male,22,Electronics,3,30,90,0.0329113924050632,Low,1,2023
317,317,318,2023-10-24,CUST318,Male,61,Clothing,1,25,25,0.0,Low,10,2023
318,318,319,2023-10-05,CUST319,Male,31,Clothing,1,500,500,0.240506329113924,Madium,10,2023
319,319,320,2023-02-01,CUST320,Female,28,Electronics,4,300,1200,0.5949367088607594,High,2,2023
320,320,321,2023-06-10,CUST321,Female,26,Electronics,2,25,50,0.0126582278481012,Low,6,2023
321,321,322,2023-01-30,CUST322,Male,51,Electronics,1,500,500,0.240506329113924,Madium,1,2023
322,322,323,2023-01-26,CUST323,Female,29,Beauty,3,300,900,0.4430379746835443,,1,2023
323,323,324,2023-10-27,CUST324,Female,52,Electronics,3,50,150,0.0632911392405063,Madium,10,2023
324,324,325,2023-09-02,CUST325,Female,52,Electronics,2,25,50,0.0126582278481012,Low,9,2023
325,325,326,2023-09-15,CUST326,Female,18,Clothing,3,25,75,0.0253164556962025,Low,9,2023
326,326,327,2023-09-29,CUST327,Male,57,Electronics,3,50,150,0.0632911392405063,Madium,9,2023
327,327,328,2023-03-22,CUST328,Male,39,Beauty,2,50,100,0.0379746835443038,Low,3,2023
328,328,329,2023-01-30,CUST329,Female,46,Electronics,4,25,100,0.0379746835443038,Low,1,2023
329,329,330,2023-09-18,CUST330,Female,25,Beauty,4,50,200,0.0886075949367088,Madium,9,2023
330,330,331,2023-02-11,CUST331,Male,28,Electronics,3,30,90,0.0329113924050632,Low,2,2023
331,331,332,2023-04-06,CUST332,Male,58,Electronics,4,300,1200,0.5949367088607594,High,4,2023
332,332,333,2023-02-05,CUST333,Female,54,Electronics,4,300,1200,0.5949367088607594,High,2,2023
333,333,334,2023-11-01,CUST334,Male,31,Electronics,3,300,900,0.4430379746835443,,11,2023
334,334,335,2023-02-04,CUST335,Female,47,Beauty,4,30,120,0.0481012658227848,Madium,2,2023
335,335,336,2023-12-12,CUST336,Female,52,Beauty,3,50,150,0.0632911392405063,Madium,12,2023
336,336,337,2023-05-01,CUST337,Male,38,Clothing,1,500,500,0.240506329113924,Madium,5,2023
337,337,338,2023-07-26,CUST338,Male,54,Beauty,2,50,100,0.0379746835443038,Low,7,2023
338,338,339,2023-03-03,CUST339,Female,22,Electronics,2,25,50,0.0126582278481012,Low,3,2023
339,339,340,2023-10-19,CUST340,Female,36,Clothing,4,300,1200,0.5949367088607594,High,10,2023
340,340,341,2023-05-07,CUST341,Male,31,Clothing,4,50,200,0.0886075949367088,Madium,5,2023
341,341,342,2023-10-24,CUST342,Female,43,Clothing,4,500,2000,1.0,High,10,2023
342,342,343,2023-11-01,CUST343,Male,21,Electronics,2,25,50,0.0126582278481012,Low,11,2023
343,343,344,2023-01-21,CUST344,Female,42,Beauty,1,30,30,0.0025316455696202,Low,1,2023
344,344,345,2023-11-14,CUST345,Male,62,Electronics,1,30,30,0.0025316455696202,Low,11,2023
345,345,346,2023-02-11,CUST346,Male,59,Clothing,2,500,1000,0.4936708860759494,High,2,2023
346,346,347,2023-08-03,CUST347,Male,42,Electronics,1,25,25,0.0,Low,8,2023
347,347,348,2023-12-03,CUST348,Female,35,Electronics,2,300,600,0.2911392405063291,,12,2023
348,348,349,2023-10-26,CUST349,Female,57,Beauty,1,50,50,0.0126582278481012,Low,10,2023
349,349,350,2023-10-17,CUST350,Male,25,Beauty,3,25,75,0.0253164556962025,Low,10,2023
350,350,351,2023-09-25,CUST351,Female,56,Clothing,3,30,90,0.0329113924050632,Low,9,2023
351,351,352,2023-06-11,CUST352,Male,57,Electronics,2,500,1000,0.4936708860759494,High,6,2023
352,352,353,2023-05-14,CUST353,Male,31,Electronics,1,500,500,0.240506329113924,Madium,5,2023
353,353,354,2023-04-15,CUST354,Female,49,Beauty,4,50,200,0.0886075949367088,Madium,4,2023
354,354,355,2023-12-09,CUST355,Female,55,Electronics,1,500,500,0.240506329113924,Madium,12,2023
355,355,356,2023-06-10,CUST356,Male,50,Electronics,3,500,1500,0.7468354430379747,High,6,2023
356,356,357,2023-05-03,CUST357,Female,40,Electronics,3,25,75,0.0253164556962025,Low,5,2023
357,357,358,2023-05-16,CUST358,Female,32,Beauty,1,300,300,0.1392405063291139,Madium,5,2023
358,358,359,2023-07-22,CUST359,Male,50,Clothing,1,50,50,0.0126582278481012,Low,7,2023
359,359,360,2023-03-09,CUST360,Male,42,Clothing,4,25,100,0.0379746835443038,Low,3,2023
360,360,361,2023-12-10,CUST361,Female,34,Electronics,4,300,1200,0.5949367088607594,High,12,2023
361,361,362,2023-11-27,CUST362,Male,50,Clothing,1,25,25,0.0,Low,11,2023
362,362,363,2023-06-03,CUST363,Male,64,Beauty,1,25,25,0.0,Low,6,2023
363,363,364,2023-08-23,CUST364,Female,19,Beauty,1,500,500,0.240506329113924,Madium,8,2023
364,364,365,2023-06-11,CUST365,Male,31,Clothing,1,300,300,0.1392405063291139,Madium,6,2023
365,365,366,2023-02-07,CUST366,Male,57,Clothing,2,50,100,0.0379746835443038,Low,2,2023
366,366,367,2023-01-05,CUST367,Female,57,Electronics,1,50,50,0.0126582278481012,Low,1,2023
367,367,368,2023-08-23,CUST368,Female,56,Clothing,4,300,1200,0.5949367088607594,High,8,2023
368,368,369,2023-11-15,CUST369,Male,23,Electronics,3,500,1500,0.7468354430379747,High,11,2023
369,369,370,2023-10-16,CUST370,Male,23,Electronics,2,30,60,0.0177215189873417,Low,10,2023
370,370,371,2023-02-21,CUST371,Female,20,Beauty,1,25,25,0.0,Low,2,2023
371,371,372,2023-02-07,CUST372,Female,24,Beauty,3,500,1500,0.7468354430379747,High,2,2023
372,372,373,2023-10-03,CUST373,Female,25,Beauty,2,300,600,0.2911392405063291,,10,2023
373,373,374,2023-04-20,CUST374,Female,59,Beauty,3,25,75,0.0253164556962025,Low,4,2023
374,374,375,2023-09-17,CUST375,Male,32,Clothing,1,50,50,0.0126582278481012,Low,9,2023
375,375,376,2023-05-16,CUST376,Female,64,Beauty,1,30,30,0.0025316455696202,Low,5,2023
376,376,377,2023-03-09,CUST377,Female,46,Clothing,4,50,200,0.0886075949367088,Madium,3,2023
377,377,378,2023-06-28,CUST378,Male,50,Beauty,1,300,300,0.1392405063291139,Madium,6,2023
378,378,379,2023-02-05,CUST379,Female,47,Clothing,1,25,25,0.0,Low,2,2023
379,379,380,2023-05-06,CUST380,Male,56,Electronics,2,300,600,0.2911392405063291,,5,2023
380,380,381,2023-07-09,CUST381,Female,44,Clothing,4,25,100,0.0379746835443038,Low,7,2023
381,381,382,2023-05-26,CUST382,Female,53,Clothing,2,500,1000,0.4936708860759494,High,5,2023
382,382,383,2023-03-22,CUST383,Female,46,Beauty,3,30,90,0.0329113924050632,Low,3,2023
383,383,384,2023-08-13,CUST384,Male,55,Clothing,1,500,500,0.240506329113924,Madium,8,2023
384,384,385,2023-10-06,CUST385,Male,50,Electronics,3,500,1500,0.7468354430379747,High,10,2023
385,385,386,2023-12-27,CUST386,Female,54,Electronics,2,300,600,0.2911392405063291,,12,2023
386,386,387,2023-06-04,CUST387,Male,44,Beauty,1,30,30,0.0025316455696202,Low,6,2023
387,387,388,2023-11-10,CUST388,Male,50,Electronics,1,25,25,0.0,Low,11,2023
388,388,389,2023-12-01,CUST389,Male,21,Clothing,2,25,50,0.0126582278481012,Low,12,2023
389,389,390,2023-09-28,CUST390,Male,39,Electronics,2,50,100,0.0379746835443038,Low,9,2023
390,390,391,2023-01-05,CUST391,Male,19,Beauty,2,25,50,0.0126582278481012,Low,1,2023
391,391,392,2023-12-08,CUST392,Male,27,Clothing,2,300,600,0.2911392405063291,,12,2023
392,392,393,2023-10-11,CUST393,Female,22,Beauty,2,500,1000,0.4936708860759494,High,10,2023
393,393,394,2023-06-03,CUST394,Female,27,Clothing,1,500,500,0.240506329113924,Madium,6,2023
394,394,395,2023-12-06,CUST395,Male,50,Electronics,2,500,1000,0.4936708860759494,High,12,2023
395,395,396,2023-02-23,CUST396,Female,55,Beauty,1,30,30,0.0025316455696202,Low,2,2023
396,396,397,2023-03-10,CUST397,Female,30,Beauty,1,25,25,0.0,Low,3,2023
397,397,398,2023-05-16,CUST398,Female,48,Clothing,2,300,600,0.2911392405063291,,5,2023
398,398,399,2023-03-01,CUST399,Female,64,Beauty,2,30,60,0.0177215189873417,Low,3,2023
399,399,400,2023-02-24,CUST400,Male,53,Clothing,4,50,200,0.0886075949367088,Madium,2,2023
400,400,401,2023-10-11,CUST401,Female,62,Clothing,1,300,300,0.1392405063291139,Madium,10,2023
401,401,402,2023-03-21,CUST402,Female,41,Clothing,2,300,600,0.2911392405063291,,3,2023
402,402,403,2023-05-20,CUST403,Male,32,Clothing,2,300,600,0.2911392405063291,,5,2023
403,403,404,2023-05-25,CUST404,Male,46,Electronics,2,500,1000,0.4936708860759494,High,5,2023
404,404,405,2023-11-06,CUST405,Female,25,Clothing,4,300,1200,0.5949367088607594,High,11,2023
405,405,406,2023-04-18,CUST406,Female,22,Beauty,4,25,100,0.0379746835443038,Low,4,2023
406,406,407,2023-06-25,CUST407,Female,46,Electronics,3,300,900,0.4430379746835443,,6,2023
407,407,408,2023-04-15,CUST408,Female,64,Beauty,1,500,500,0.240506329113924,Madium,4,2023
408,408,409,2023-12-18,CUST409,Female,21,Electronics,3,300,900,0.4430379746835443,,12,2023
409,409,410,2023-11-21,CUST410,Female,29,Clothing,2,50,100,0.0379746835443038,Low,11,2023
410,410,411,2023-05-16,CUST411,Male,62,Electronics,4,50,200,0.0886075949367088,Madium,5,2023
411,411,412,2023-09-16,CUST412,Female,19,Electronics,4,500,2000,1.0,High,9,2023
412,412,413,2023-09-08,CUST413,Female,44,Beauty,3,25,75,0.0253164556962025,Low,9,2023
413,413,414,2023-05-09,CUST414,Male,48,Beauty,4,25,100,0.0379746835443038,Low,5,2023
414,414,415,2023-01-27,CUST415,Male,53,Clothing,2,30,60,0.0177215189873417,Low,1,2023
415,415,416,2023-02-17,CUST416,Male,53,Electronics,4,500,2000,1.0,High,2,2023
416,416,417,2023-11-21,CUST417,Male,43,Electronics,3,300,900,0.4430379746835443,,11,2023
417,417,418,2023-08-05,CUST418,Female,60,Electronics,2,500,1000,0.4936708860759494,High,8,2023
418,418,419,2023-05-22,CUST419,Female,44,Clothing,3,30,90,0.0329113924050632,Low,5,2023
419,419,420,2023-01-23,CUST420,Female,22,Clothing,4,500,2000,1.0,High,1,2023
420,420,421,2023-01-02,CUST421,Female,37,Clothing,3,500,1500,0.7468354430379747,High,1,2023
421,421,422,2023-06-20,CUST422,Female,28,Clothing,3,30,90,0.0329113924050632,Low,6,2023
422,422,423,2023-03-08,CUST423,Female,27,Clothing,1,25,25,0.0,Low,3,2023
423,423,424,2023-11-23,CUST424,Male,57,Beauty,4,300,1200,0.5949367088607594,High,11,2023
424,424,425,2023-05-15,CUST425,Female,55,Electronics,4,30,120,0.0481012658227848,Madium,5,2023
425,425,426,2023-03-24,CUST426,Male,23,Electronics,3,50,150,0.0632911392405063,Madium,3,2023
426,426,427,2023-08-15,CUST427,Male,25,Electronics,1,25,25,0.0,Low,8,2023
427,427,428,2023-10-10,CUST428,Female,40,Electronics,4,50,200,0.0886075949367088,Madium,10,2023
428,428,429,2023-12-28,CUST429,Male,64,Electronics,2,25,50,0.0126582278481012,Low,12,2023
429,429,430,2023-08-07,CUST430,Female,43,Electronics,3,300,900,0.4430379746835443,,8,2023
430,430,431,2023-10-15,CUST431,Male,63,Electronics,4,300,1200,0.5949367088607594,High,10,2023
431,431,432,2023-01-05,CUST432,Female,60,Electronics,2,500,1000,0.4936708860759494,High,1,2023
432,432,433,2023-02-27,CUST433,Male,29,Beauty,4,50,200,0.0886075949367088,Madium,2,2023
433,433,434,2023-02-08,CUST434,Female,43,Electronics,2,25,50,0.0126582278481012,Low,2,2023
434,434,435,2023-12-20,CUST435,Female,30,Beauty,3,300,900,0.4430379746835443,,12,2023
435,435,436,2023-03-18,CUST436,Female,57,Clothing,4,30,120,0.0481012658227848,Madium,3,2023
436,436,437,2023-10-07,CUST437,Female,35,Electronics,4,300,1200,0.5949367088607594,High,10,2023
437,437,438,2023-01-19,CUST438,Female,42,Clothing,1,30,30,0.0025316455696202,Low,1,2023
438,438,439,2023-07-09,CUST439,Male,50,Clothing,3,25,75,0.0253164556962025,Low,7,2023
439,439,440,2023-10-26,CUST440,Male,64,Clothing,2,300,600,0.2911392405063291,,10,2023
440,440,441,2023-10-10,CUST441,Male,57,Beauty,4,300,1200,0.5949367088607594,High,10,2023
441,441,442,2023-03-17,CUST442,Female,60,Clothing,4,25,100,0.0379746835443038,Low,3,2023
442,442,443,2023-08-09,CUST443,Male,29,Clothing,2,300,600,0.2911392405063291,,8,2023
443,443,444,2023-03-07,CUST444,Female,61,Clothing,3,30,90,0.0329113924050632,Low,3,2023
444,444,445,2023-01-22,CUST445,Female,53,Electronics,1,300,300,0.1392405063291139,Madium,1,2023
445,445,446,2023-06-07,CUST446,Male,21,Electronics,1,50,50,0.0126582278481012,Low,6,2023
446,446,447,2023-07-06,CUST447,Male,22,Beauty,4,500,2000,1.0,High,7,2023
447,447,448,2023-01-21,CUST448,Female,54,Beauty,2,30,60,0.0177215189873417,Low,1,2023
448,448,449,2023-07-03,CUST449,Male,25,Electronics,4,50,200,0.0886075949367088,Madium,7,2023
449,449,450,2023-04-18,CUST450,Female,59,Beauty,2,25,50,0.0126582278481012,Low,4,2023
450,450,451,2023-12-16,CUST451,Female,45,Electronics,1,30,30,0.0025316455696202,Low,12,2023
451,451,452,2023-05-08,CUST452,Female,48,Clothing,3,500,1500,0.7468354430379747,High,5,2023
452,452,453,2023-12-08,CUST453,Female,26,Clothing,2,500,1000,0.4936708860759494,High,12,2023
453,453,454,2023-02-22,CUST454,Female,46,Beauty,1,25,25,0.0,Low,2,2023
454,454,455,2023-07-01,CUST455,Male,31,Electronics,4,25,100,0.0379746835443038,Low,7,2023
455,455,456,2023-10-14,CUST456,Male,57,Electronics,2,30,60,0.0177215189873417,Low,10,2023
456,456,457,2023-07-28,CUST457,Female,58,Beauty,3,300,900,0.4430379746835443,,7,2023
457,457,458,2023-11-14,CUST458,Female,39,Electronics,4,25,100,0.0379746835443038,Low,11,2023
458,458,459,2023-03-21,CUST459,Male,28,Clothing,4,300,1200,0.5949367088607594,High,3,2023
459,459,460,2023-05-02,CUST460,Male,40,Beauty,1,50,50,0.0126582278481012,Low,5,2023
460,460,461,2023-03-25,CUST461,Female,18,Beauty,2,500,1000,0.4936708860759494,High,3,2023
461,461,462,2023-04-01,CUST462,Male,63,Electronics,4,300,1200,0.5949367088607594,High,4,2023
462,462,463,2023-07-31,CUST463,Female,54,Beauty,3,500,1500,0.7468354430379747,High,7,2023
463,463,464,2023-01-13,CUST464,Male,38,Electronics,2,300,600,0.2911392405063291,,1,2023
464,464,465,2023-04-02,CUST465,Female,43,Electronics,3,50,150,0.0632911392405063,Madium,4,2023
465,465,466,2023-06-20,CUST466,Male,63,Electronics,4,25,100,0.0379746835443038,Low,6,2023
466,466,467,2023-07-30,CUST467,Female,53,Electronics,3,50,150,0.0632911392405063,Madium,7,2023
467,467,468,2023-12-09,CUST468,Male,40,Electronics,1,25,25,0.0,Low,12,2023
468,468,469,2023-05-08,CUST469,Male,18,Beauty,3,25,75,0.0253164556962025,Low,5,2023
469,469,470,2023-05-17,CUST470,Female,57,Clothing,2,500,1000,0.4936708860759494,High,5,2023
470,470,471,2023-03-23,CUST471,Male,32,Clothing,3,50,150,0.0632911392405063,Madium,3,2023
471,471,472,2023-12-26,CUST472,Female,38,Beauty,3,300,900,0.4430379746835443,,12,2023
472,472,473,2023-02-25,CUST473,Male,64,Beauty,1,50,50,0.0126582278481012,Low,2,2023
473,473,474,2023-07-15,CUST474,Female,26,Clothing,3,500,1500,0.7468354430379747,High,7,2023
474,474,475,2023-01-20,CUST475,Male,26,Clothing,3,25,75,0.0253164556962025,Low,1,2023
475,475,476,2023-08-29,CUST476,Female,27,Clothing,4,500,2000,1.0,High,8,2023
476,476,477,2023-04-24,CUST477,Male,43,Clothing,4,30,120,0.0481012658227848,Madium,4,2023
477,477,478,2023-04-13,CUST478,Female,58,Clothing,2,30,60,0.0177215189873417,Low,4,2023
478,478,479,2023-08-24,CUST479,Male,52,Electronics,4,300,1200,0.5949367088607594,High,8,2023
479,479,480,2023-06-29,CUST480,Female,42,Beauty,4,500,2000,1.0,High,6,2023
480,480,481,2023-06-06,CUST481,Female,43,Electronics,4,300,1200,0.5949367088607594,High,6,2023
481,481,482,2023-04-27,CUST482,Female,28,Clothing,4,300,1200,0.5949367088607594,High,4,2023
482,482,483,2023-04-25,CUST483,Male,55,Clothing,1,30,30,0.0025316455696202,Low,4,2023
483,483,484,2023-01-13,CUST484,Female,19,Clothing,4,300,1200,0.5949367088607594,High,1,2023
484,484,485,2023-12-04,CUST485,Male,24,Electronics,1,30,30,0.0025316455696202,Low,12,2023
485,485,486,2023-04-09,CUST486,Female,35,Electronics,1,25,25,0.0,Low,4,2023
486,486,487,2023-07-24,CUST487,Male,44,Clothing,4,500,2000,1.0,High,7,2023
487,487,488,2023-06-18,CUST488,Female,51,Electronics,3,300,900,0.4430379746835443,,6,2023
488,488,489,2023-05-23,CUST489,Male,44,Electronics,1,30,30,0.0025316455696202,Low,5,2023
489,489,490,2023-02-05,CUST490,Male,34,Clothing,3,50,150,0.0632911392405063,Madium,2,2023
490,490,491,2023-05-23,CUST491,Female,60,Electronics,3,300,900,0.4430379746835443,,5,2023
491,491,492,2023-06-29,CUST492,Male,61,Beauty,4,25,100,0.0379746835443038,Low,6,2023
492,492,493,2023-11-25,CUST493,Male,41,Beauty,2,25,50,0.0126582278481012,Low,11,2023
493,493,494,2023-09-18,CUST494,Female,42,Beauty,4,50,200,0.0886075949367088,Madium,9,2023
494,494,495,2023-07-24,CUST495,Male,24,Beauty,2,30,60,0.0177215189873417,Low,7,2023
495,495,496,2023-12-14,CUST496,Male,23,Clothing,2,300,600,0.2911392405063291,,12,2023
496,496,497,2023-10-02,CUST497,Male,41,Clothing,4,30,120,0.0481012658227848,Madium,10,2023
497,497,498,2023-06-19,CUST498,Female,50,Clothing,4,25,100,0.0379746835443038,Low,6,2023
498,498,499,2023-01-15,CUST499,Male,46,Beauty,2,30,60,0.0177215189873417,Low,1,2023
499,499,500,2023-03-01,CUST500,Female,60,Beauty,4,25,100,0.0379746835443038,Low,3,2023
500,500,501,2023-05-14,CUST501,Male,39,Electronics,2,30,60,0.0177215189873417,Low,5,2023
