,Unnamed: 0,Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Normalized Sales,Category,Month,Year
750,750,751,2023-08-31,CUST751,Female,42,Clothing,2,25,50,0.0126582278481012,Low,8,2023
751,751,752,2023-12-09,CUST752,Male,29,Clothing,2,50,100,0.0379746835443038,Low,12,2023
752,752,753,2023-02-28,CUST753,Female,32,Clothing,1,30,30,0.0025316455696202,Low,2,2023
753,753,754,2023-10-16,CUST754,Female,43,Electronics,4,25,100,0.0379746835443038,Low,10,2023
754,754,755,2023-04-22,CUST755,Female,58,Clothing,3,25,75,0.0253164556962025,Low,4,2023
755,755,756,2023-08-27,CUST756,Female,62,Electronics,4,300,1200,0.5949367088607594,High,8,2023
756,756,757,2023-12-25,CUST757,Female,43,Electronics,4,300,1200,0.5949367088607594,High,12,2023
757,757,758,2023-05-12,CUST758,Male,64,Clothing,4,25,100,0.0379746835443038,Low,5,2023
758,758,759,2023-07-08,CUST759,Male,49,Electronics,2,50,100,0.0379746835443038,Low,7,2023
759,759,760,2023-03-27,CUST760,Male,27,Beauty,1,500,500,0.240506329113924,Madium,3,2023
760,760,761,2023-11-07,CUST761,Female,33,Clothing,1,500,500,0.240506329113924,Madium,11,2023
761,761,762,2023-11-07,CUST762,Female,24,Electronics,2,25,50,0.0126582278481012,Low,11,2023
762,762,763,2023-02-28,CUST763,Male,34,Clothing,2,25,50,0.0126582278481012,Low,2,2023
763,763,764,2023-03-25,CUST764,Female,40,Clothing,1,25,25,0.0,Low,3,2023
764,764,765,2023-06-09,CUST765,Male,43,Clothing,4,50,200,0.0886075949367088,Madium,6,2023
765,765,766,2023-02-25,CUST766,Male,38,Electronics,3,300,900,0.4430379746835443,,2,2023
766,766,767,2023-10-24,CUST767,Male,39,Beauty,3,25,75,0.0253164556962025,Low,10,2023
767,767,768,2023-01-14,CUST768,Female,24,Beauty,3,25,75,0.0253164556962025,Low,1,2023
768,768,769,2023-06-09,CUST769,Female,31,Electronics,4,30,120,0.0481012658227848,Madium,6,2023
769,769,770,2023-10-22,CUST770,Male,32,Clothing,1,50,50,0.0126582278481012,Low,10,2023
770,770,771,2023-12-13,CUST771,Male,24,Electronics,2,25,50,0.0126582278481012,Low,12,2023
771,771,772,2023-07-12,CUST772,Male,26,Electronics,1,30,30,0.0025316455696202,Low,7,2023
772,772,773,2023-07-23,CUST773,Male,25,Electronics,4,500,2000,1.0,High,7,2023
773,773,774,2023-04-12,CUST774,Female,40,Clothing,2,25,50,0.0126582278481012,Low,4,2023
774,774,775,2023-02-08,CUST775,Female,46,Electronics,4,25,100,0.0379746835443038,Low,2,2023
775,775,776,2023-10-31,CUST776,Male,35,Clothing,3,30,90,0.0329113924050632,Low,10,2023
776,776,777,2023-12-20,CUST777,Male,48,Electronics,3,50,150,0.0632911392405063,Madium,12,2023
777,777,778,2023-11-18,CUST778,Female,47,Beauty,4,25,100,0.0379746835443038,Low,11,2023
778,778,779,2023-05-05,CUST779,Female,56,Electronics,2,500,1000,0.4936708860759494,High,5,2023
779,779,780,2023-02-22,CUST780,Male,52,Electronics,2,25,50,0.0126582278481012,Low,2,2023
780,780,781,2023-12-23,CUST781,Male,35,Beauty,1,500,500,0.240506329113924,Madium,12,2023
781,781,782,2023-06-04,CUST782,Male,59,Clothing,3,300,900,0.4430379746835443,,6,2023
782,782,783,2023-12-17,CUST783,Female,56,Clothing,1,300,300,0.1392405063291139,Madium,12,2023
783,783,784,2023-11-04,CUST784,Female,34,Electronics,1,500,500,0.240506329113924,Madium,11,2023
784,784,785,2023-03-03,CUST785,Female,31,Beauty,4,50,200,0.0886075949367088,Madium,3,2023
785,785,786,2023-10-17,CUST786,Male,48,Clothing,4,25,100,0.0379746835443038,Low,10,2023
786,786,787,2023-01-22,CUST787,Male,41,Electronics,1,25,25,0.0,Low,1,2023
787,787,788,2023-06-27,CUST788,Female,52,Beauty,3,300,900,0.4430379746835443,,6,2023
788,788,789,2023-09-30,CUST789,Female,61,Clothing,4,500,2000,1.0,High,9,2023
789,789,790,2023-08-08,CUST790,Male,62,Clothing,1,25,25,0.0,Low,8,2023
790,790,791,2023-12-05,CUST791,Female,51,Beauty,1,25,25,0.0,Low,12,2023
791,791,792,2023-07-09,CUST792,Female,20,Beauty,1,50,50,0.0126582278481012,Low,7,2023
792,792,793,2023-02-05,CUST793,Male,54,Beauty,1,30,30,0.0025316455696202,Low,2,2023
793,793,794,2023-09-17,CUST794,Female,60,Beauty,1,300,300,0.1392405063291139,Madium,9,2023
794,794,795,2023-11-28,CUST795,Male,57,Electronics,1,300,300,0.1392405063291139,Madium,11,2023
795,795,796,2023-06-24,CUST796,Male,43,Beauty,4,30,120,0.0481012658227848,Madium,6,2023
796,796,797,2023-01-07,CUST797,Male,40,Clothing,3,25,75,0.0253164556962025,Low,1,2023
797,797,798,2023-08-04,CUST798,Male,61,Clothing,1,50,50,0.0126582278481012,Low,8,2023
798,798,799,2023-09-08,CUST799,Male,56,Electronics,2,50,100,0.0379746835443038,Low,9,2023
799,799,800,2023-02-24,CUST800,Male,32,Clothing,4,300,1200,0.5949367088607594,High,2,2023
800,800,801,2023-08-10,CUST801,Male,21,Clothing,4,50,200,0.0886075949367088,Madium,8,2023
801,801,802,2023-07-05,CUST802,Female,46,Beauty,1,30,30,0.0025316455696202,Low,7,2023
802,802,803,2023-11-22,CUST803,Male,39,Clothing,4,25,100,0.0379746835443038,Low,11,2023
803,803,804,2023-08-24,CUST804,Male,42,Electronics,1,30,30,0.0025316455696202,Low,8,2023
804,804,805,2023-12-29,CUST805,Female,30,Beauty,3,500,1500,0.7468354430379747,High,12,2023
805,805,806,2023-03-20,CUST806,Female,35,Beauty,3,300,900,0.4430379746835443,,3,2023
806,806,807,2023-08-11,CUST807,Female,50,Electronics,4,50,200,0.0886075949367088,Madium,8,2023
807,807,808,2023-04-01,CUST808,Male,33,Beauty,4,500,2000,1.0,High,4,2023
808,808,809,2023-09-25,CUST809,Female,62,Beauty,2,50,100,0.0379746835443038,Low,9,2023
809,809,810,2023-11-30,CUST810,Male,59,Electronics,4,25,100,0.0379746835443038,Low,11,2023
810,810,811,2023-05-19,CUST811,Male,61,Beauty,2,25,50,0.0126582278481012,Low,5,2023
811,811,812,2023-11-12,CUST812,Male,19,Electronics,3,25,75,0.0253164556962025,Low,11,2023
812,812,813,2023-10-03,CUST813,Male,52,Electronics,3,50,150,0.0632911392405063,Madium,10,2023
813,813,814,2023-09-05,CUST814,Female,59,Clothing,1,500,500,0.240506329113924,Madium,9,2023
814,814,815,2023-08-27,CUST815,Female,51,Clothing,3,25,75,0.0253164556962025,Low,8,2023
815,815,816,2023-08-12,CUST816,Male,47,Beauty,2,500,1000,0.4936708860759494,High,8,2023
816,816,817,2023-10-31,CUST817,Male,30,Beauty,4,50,200,0.0886075949367088,Madium,10,2023
817,817,818,2023-05-18,CUST818,Male,30,Electronics,1,500,500,0.240506329113924,Madium,5,2023
818,818,819,2023-06-15,CUST819,Female,35,Beauty,2,50,100,0.0379746835443038,Low,6,2023
819,819,820,2023-05-06,CUST820,Male,49,Electronics,4,50,200,0.0886075949367088,Madium,5,2023
820,820,821,2023-02-14,CUST821,Male,49,Electronics,1,300,300,0.1392405063291139,Madium,2,2023
821,821,822,2023-05-23,CUST822,Female,52,Beauty,3,50,150,0.0632911392405063,Madium,5,2023
822,822,823,2023-08-19,CUST823,Female,56,Electronics,2,50,100,0.0379746835443038,Low,8,2023
823,823,824,2023-05-05,CUST824,Male,63,Clothing,4,30,120,0.0481012658227848,Madium,5,2023
824,824,825,2023-08-26,CUST825,Female,46,Beauty,1,25,25,0.0,Low,8,2023
825,825,826,2023-10-19,CUST826,Female,46,Clothing,1,300,300,0.1392405063291139,Madium,10,2023
826,826,827,2023-11-09,CUST827,Male,61,Beauty,3,300,900,0.4430379746835443,,11,2023
827,827,828,2023-12-09,CUST828,Female,33,Electronics,4,300,1200,0.5949367088607594,High,12,2023
828,828,829,2023-07-14,CUST829,Male,61,Beauty,3,30,90,0.0329113924050632,Low,7,2023
829,829,830,2023-06-22,CUST830,Female,64,Clothing,3,50,150,0.0632911392405063,Madium,6,2023
830,830,831,2023-01-15,CUST831,Male,27,Electronics,4,25,100,0.0379746835443038,Low,1,2023
831,831,832,2023-09-11,CUST832,Male,47,Beauty,4,500,2000,1.0,High,9,2023
832,832,833,2023-06-16,CUST833,Male,42,Beauty,4,50,200,0.0886075949367088,Madium,6,2023
833,833,834,2023-04-04,CUST834,Female,56,Beauty,2,30,60,0.0177215189873417,Low,4,2023
834,834,835,2023-09-07,CUST835,Male,37,Clothing,4,50,200,0.0886075949367088,Madium,9,2023
835,835,836,2023-04-19,CUST836,Female,22,Clothing,1,50,50,0.0126582278481012,Low,4,2023
836,836,837,2023-07-01,CUST837,Male,18,Beauty,3,30,90,0.0329113924050632,Low,7,2023
837,837,838,2023-05-13,CUST838,Male,47,Electronics,2,300,600,0.2911392405063291,,5,2023
838,838,839,2023-06-24,CUST839,Female,20,Electronics,4,300,1200,0.5949367088607594,High,6,2023
839,839,840,2023-05-24,CUST840,Male,62,Clothing,2,25,50,0.0126582278481012,Low,5,2023
840,840,841,2023-11-02,CUST841,Male,31,Electronics,4,25,100,0.0379746835443038,Low,11,2023
841,841,842,2023-12-26,CUST842,Female,47,Clothing,2,300,600,0.2911392405063291,,12,2023
842,842,843,2023-05-22,CUST843,Male,21,Beauty,3,500,1500,0.7468354430379747,High,5,2023
843,843,844,2023-10-12,CUST844,Male,35,Clothing,3,50,150,0.0632911392405063,Madium,10,2023
844,844,845,2023-01-06,CUST845,Male,54,Clothing,1,500,500,0.240506329113924,Madium,1,2023
845,845,846,2023-09-22,CUST846,Male,42,Beauty,1,50,50,0.0126582278481012,Low,9,2023
846,846,847,2023-04-08,CUST847,Female,18,Electronics,4,300,1200,0.5949367088607594,High,4,2023
847,847,848,2023-02-13,CUST848,Female,63,Clothing,3,25,75,0.0253164556962025,Low,2,2023
848,848,849,2023-05-04,CUST849,Male,32,Clothing,2,25,50,0.0126582278481012,Low,5,2023
849,849,850,2023-07-28,CUST850,Female,26,Beauty,2,500,1000,0.4936708860759494,High,7,2023
850,850,851,2023-09-08,CUST851,Male,32,Electronics,2,25,50,0.0126582278481012,Low,9,2023
851,851,852,2023-10-12,CUST852,Female,41,Clothing,1,300,300,0.1392405063291139,Madium,10,2023
852,852,853,2023-05-04,CUST853,Male,21,Beauty,2,500,1000,0.4936708860759494,High,5,2023
853,853,854,2023-12-20,CUST854,Male,29,Clothing,1,50,50,0.0126582278481012,Low,12,2023
854,854,855,2023-09-01,CUST855,Male,54,Beauty,1,25,25,0.0,Low,9,2023
855,855,856,2023-11-27,CUST856,Male,54,Electronics,4,30,120,0.0481012658227848,Madium,11,2023
856,856,857,2023-12-31,CUST857,Male,60,Electronics,2,25,50,0.0126582278481012,Low,12,2023
857,857,858,2023-09-09,CUST858,Male,23,Electronics,2,50,100,0.0379746835443038,Low,9,2023
858,858,859,2023-08-18,CUST859,Female,56,Electronics,3,500,1500,0.7468354430379747,High,8,2023
859,859,860,2023-01-09,CUST860,Male,63,Clothing,4,50,200,0.0886075949367088,Madium,1,2023
860,860,861,2023-02-17,CUST861,Female,41,Clothing,3,30,90,0.0329113924050632,Low,2,2023
861,861,862,2023-05-31,CUST862,Male,28,Electronics,4,300,1200,0.5949367088607594,High,5,2023
862,862,863,2023-04-24,CUST863,Female,30,Electronics,2,25,50,0.0126582278481012,Low,4,2023
863,863,864,2023-07-27,CUST864,Female,51,Electronics,1,500,500,0.240506329113924,Madium,7,2023
864,864,865,2023-12-21,CUST865,Female,42,Clothing,1,300,300,0.1392405063291139,Madium,12,2023
865,865,866,2023-05-05,CUST866,Male,24,Electronics,1,50,50,0.0126582278481012,Low,5,2023
866,866,867,2023-06-06,CUST867,Male,21,Electronics,1,500,500,0.240506329113924,Madium,6,2023
867,867,868,2023-12-06,CUST868,Female,25,Electronics,1,300,300,0.1392405063291139,Madium,12,2023
868,868,869,2023-10-25,CUST869,Male,37,Beauty,3,500,1500,0.7468354430379747,High,10,2023
869,869,870,2023-07-08,CUST870,Female,46,Electronics,4,30,120,0.0481012658227848,Madium,7,2023
870,870,871,2023-08-31,CUST871,Male,62,Beauty,2,30,60,0.0177215189873417,Low,8,2023
871,871,872,2023-10-11,CUST872,Female,63,Beauty,3,25,75,0.0253164556962025,Low,10,2023
872,872,873,2023-09-29,CUST873,Female,27,Electronics,4,25,100,0.0379746835443038,Low,9,2023
873,873,874,2023-06-26,CUST874,Male,60,Beauty,1,30,30,0.0025316455696202,Low,6,2023
874,874,875,2023-08-06,CUST875,Female,51,Electronics,4,500,2000,1.0,High,8,2023
875,875,876,2023-10-09,CUST876,Male,43,Clothing,4,30,120,0.0481012658227848,Madium,10,2023
876,876,877,2023-06-19,CUST877,Female,58,Clothing,1,25,25,0.0,Low,6,2023
877,877,878,2023-06-30,CUST878,Female,20,Clothing,1,30,30,0.0025316455696202,Low,6,2023
878,878,879,2023-12-26,CUST879,Male,23,Clothing,1,30,30,0.0025316455696202,Low,12,2023
879,879,880,2023-08-21,CUST880,Male,22,Beauty,2,500,1000,0.4936708860759494,High,8,2023
880,880,881,2023-05-19,CUST881,Male,22,Electronics,1,300,300,0.1392405063291139,Madium,5,2023
881,881,882,2023-06-06,CUST882,Female,64,Electronics,2,25,50,0.0126582278481012,Low,6,2023
882,882,883,2023-05-09,CUST883,Male,40,Electronics,1,500,500,0.240506329113924,Madium,5,2023
883,883,884,2023-04-29,CUST884,Female,26,Clothing,2,30,60,0.0177215189873417,Low,4,2023
884,884,885,2023-03-03,CUST885,Female,52,Clothing,4,30,120,0.0481012658227848,Madium,3,2023
885,885,886,2023-04-09,CUST886,Male,37,Electronics,3,300,900,0.4430379746835443,,4,2023
886,886,887,2023-06-11,CUST887,Male,59,Clothing,4,25,100,0.0379746835443038,Low,6,2023
887,887,888,2023-03-03,CUST888,Female,52,Electronics,4,25,100,0.0379746835443038,Low,3,2023
888,888,889,2023-10-02,CUST889,Female,35,Electronics,1,50,50,0.0126582278481012,Low,10,2023
889,889,890,2023-12-20,CUST890,Male,34,Electronics,2,25,50,0.0126582278481012,Low,12,2023
890,890,891,2023-04-05,CUST891,Male,41,Electronics,3,300,900,0.4430379746835443,,4,2023
891,891,892,2023-04-09,CUST892,Male,20,Electronics,1,50,50,0.0126582278481012,Low,4,2023
892,892,893,2023-04-21,CUST893,Male,49,Electronics,1,50,50,0.0126582278481012,Low,4,2023
893,893,894,2023-09-05,CUST894,Male,52,Electronics,1,30,30,0.0025316455696202,Low,9,2023
894,894,895,2023-05-22,CUST895,Female,55,Clothing,4,30,120,0.0481012658227848,Madium,5,2023
895,895,896,2023-10-29,CUST896,Female,30,Electronics,2,25,50,0.0126582278481012,Low,10,2023
896,896,897,2023-09-26,CUST897,Female,64,Electronics,2,50,100,0.0379746835443038,Low,9,2023
897,897,898,2023-11-02,CUST898,Female,42,Clothing,3,30,90,0.0329113924050632,Low,11,2023
898,898,899,2023-05-25,CUST899,Male,26,Clothing,2,300,600,0.2911392405063291,,5,2023
899,899,900,2023-02-21,CUST900,Male,21,Clothing,2,30,60,0.0177215189873417,Low,2,2023
900,900,901,2023-04-10,CUST901,Male,31,Electronics,1,30,30,0.0025316455696202,Low,4,2023
901,901,902,2023-06-01,CUST902,Female,54,Beauty,1,50,50,0.0126582278481012,Low,6,2023
902,902,903,2023-04-27,CUST903,Female,51,Beauty,4,50,200,0.0886075949367088,Madium,4,2023
903,903,904,2023-07-04,CUST904,Male,28,Clothing,1,500,500,0.240506329113924,Madium,7,2023
904,904,905,2023-04-02,CUST905,Male,58,Beauty,1,300,300,0.1392405063291139,Madium,4,2023
905,905,906,2023-06-04,CUST906,Female,20,Clothing,1,50,50,0.0126582278481012,Low,6,2023
906,906,907,2023-01-08,CUST907,Female,45,Electronics,1,25,25,0.0,Low,1,2023
907,907,908,2023-12-29,CUST908,Male,46,Beauty,4,300,1200,0.5949367088607594,High,12,2023
908,908,909,2023-10-01,CUST909,Male,26,Electronics,1,300,300,0.1392405063291139,Madium,10,2023
909,909,910,2023-03-06,CUST910,Female,20,Beauty,3,50,150,0.0632911392405063,Madium,3,2023
910,910,911,2023-05-21,CUST911,Male,42,Electronics,3,300,900,0.4430379746835443,,5,2023
911,911,912,2023-01-24,CUST912,Male,51,Beauty,3,50,150,0.0632911392405063,Madium,1,2023
912,912,913,2023-01-28,CUST913,Male,29,Electronics,3,30,90,0.0329113924050632,Low,1,2023
913,913,914,2023-10-11,CUST914,Female,59,Electronics,1,500,500,0.240506329113924,Madium,10,2023
914,914,915,2023-05-30,CUST915,Female,26,Beauty,3,30,90,0.0329113924050632,Low,5,2023
915,915,916,2023-12-24,CUST916,Female,32,Electronics,1,50,50,0.0126582278481012,Low,12,2023
916,916,917,2023-03-06,CUST917,Female,57,Electronics,4,50,200,0.0886075949367088,Madium,3,2023
917,917,918,2023-11-23,CUST918,Female,42,Electronics,3,30,90,0.0329113924050632,Low,11,2023
918,918,919,2023-09-09,CUST919,Female,22,Beauty,2,25,50,0.0126582278481012,Low,9,2023
919,919,920,2023-02-22,CUST920,Female,28,Beauty,3,25,75,0.0253164556962025,Low,2,2023
920,920,921,2023-01-07,CUST921,Male,51,Electronics,3,25,75,0.0253164556962025,Low,1,2023
921,921,922,2023-10-21,CUST922,Male,41,Electronics,1,50,50,0.0126582278481012,Low,10,2023
922,922,923,2023-05-26,CUST923,Male,32,Beauty,3,300,900,0.4430379746835443,,5,2023
923,923,924,2023-08-29,CUST924,Male,55,Beauty,2,50,100,0.0379746835443038,Low,8,2023
924,924,925,2023-09-03,CUST925,Male,25,Electronics,1,300,300,0.1392405063291139,Madium,9,2023
925,925,926,2023-08-14,CUST926,Male,22,Electronics,1,30,30,0.0025316455696202,Low,8,2023
926,926,927,2023-06-24,CUST927,Male,43,Electronics,4,500,2000,1.0,High,6,2023
927,927,928,2023-04-05,CUST928,Female,35,Clothing,4,300,1200,0.5949367088607594,High,4,2023
928,928,929,2023-01-27,CUST929,Female,23,Beauty,3,25,75,0.0253164556962025,Low,1,2023
929,929,930,2023-05-10,CUST930,Male,54,Clothing,4,50,200,0.0886075949367088,Madium,5,2023
930,930,931,2023-09-02,CUST931,Male,30,Beauty,4,30,120,0.0481012658227848,Madium,9,2023
931,931,932,2023-02-28,CUST932,Female,45,Beauty,4,25,100,0.0379746835443038,Low,2,2023
932,932,933,2023-02-03,CUST933,Male,22,Beauty,1,30,30,0.0025316455696202,Low,2,2023
933,933,934,2023-07-25,CUST934,Male,30,Beauty,1,500,500,0.240506329113924,Madium,7,2023
934,934,935,2023-09-09,CUST935,Female,34,Beauty,1,50,50,0.0126582278481012,Low,9,2023
935,935,936,2023-02-07,CUST936,Male,57,Beauty,4,50,200,0.0886075949367088,Madium,2,2023
936,936,937,2023-10-23,CUST937,Female,62,Beauty,1,500,500,0.240506329113924,Madium,10,2023
937,937,938,2023-11-19,CUST938,Male,49,Clothing,4,50,200,0.0886075949367088,Madium,11,2023
938,938,939,2023-12-18,CUST939,Female,46,Electronics,1,300,300,0.1392405063291139,Madium,12,2023
939,939,940,2023-01-28,CUST940,Female,20,Electronics,1,30,30,0.0025316455696202,Low,1,2023
940,940,941,2023-03-19,CUST941,Female,57,Clothing,2,25,50,0.0126582278481012,Low,3,2023
941,941,942,2023-03-18,CUST942,Male,51,Clothing,3,500,1500,0.7468354430379747,High,3,2023
942,942,943,2023-10-16,CUST943,Female,57,Clothing,4,300,1200,0.5949367088607594,High,10,2023
943,943,944,2023-06-05,CUST944,Male,44,Clothing,2,25,50,0.0126582278481012,Low,6,2023
944,944,945,2023-02-13,CUST945,Male,30,Beauty,1,25,25,0.0,Low,2,2023
945,945,946,2023-05-08,CUST946,Male,62,Electronics,4,500,2000,1.0,High,5,2023
946,946,947,2023-03-02,CUST947,Male,50,Beauty,1,300,300,0.1392405063291139,Madium,3,2023
947,947,948,2023-10-13,CUST948,Female,23,Electronics,3,25,75,0.0253164556962025,Low,10,2023
948,948,949,2023-08-02,CUST949,Female,41,Electronics,2,25,50,0.0126582278481012,Low,8,2023
949,949,950,2023-11-07,CUST950,Male,36,Clothing,3,300,900,0.4430379746835443,,11,2023
950,950,951,2023-11-02,CUST951,Male,33,Beauty,2,50,100,0.0379746835443038,Low,11,2023
951,951,952,2023-11-13,CUST952,Female,57,Clothing,1,25,25,0.0,Low,11,2023
952,952,953,2023-04-26,CUST953,Male,45,Beauty,3,30,90,0.0329113924050632,Low,4,2023
953,953,954,2023-09-25,CUST954,Female,50,Electronics,3,300,900,0.4430379746835443,,9,2023
954,954,955,2023-07-14,CUST955,Male,58,Clothing,1,25,25,0.0,Low,7,2023
955,955,956,2023-08-19,CUST956,Male,30,Clothing,3,500,1500,0.7468354430379747,High,8,2023
956,956,957,2023-08-15,CUST957,Female,60,Electronics,4,30,120,0.0481012658227848,Madium,8,2023
957,957,958,2023-06-02,CUST958,Male,62,Electronics,2,25,50,0.0126582278481012,Low,6,2023
958,958,959,2023-10-29,CUST959,Female,42,Electronics,2,30,60,0.0177215189873417,Low,10,2023
959,959,960,2023-08-08,CUST960,Male,59,Clothing,2,30,60,0.0177215189873417,Low,8,2023
960,960,961,2023-06-06,CUST961,Male,53,Beauty,4,50,200,0.0886075949367088,Madium,6,2023
961,961,962,2023-10-19,CUST962,Male,44,Clothing,2,30,60,0.0177215189873417,Low,10,2023
962,962,963,2023-11-14,CUST963,Female,55,Beauty,1,50,50,0.0126582278481012,Low,11,2023
963,963,964,2023-01-31,CUST964,Male,24,Clothing,3,300,900,0.4430379746835443,,1,2023
964,964,965,2023-11-09,CUST965,Male,22,Clothing,4,50,200,0.0886075949367088,Madium,11,2023
965,965,966,2023-02-20,CUST966,Male,60,Electronics,2,500,1000,0.4936708860759494,High,2,2023
966,966,967,2023-04-17,CUST967,Male,62,Beauty,1,25,25,0.0,Low,4,2023
967,967,968,2023-11-17,CUST968,Female,48,Clothing,3,300,900,0.4430379746835443,,11,2023
968,968,969,2023-04-19,CUST969,Female,40,Clothing,3,300,900,0.4430379746835443,,4,2023
969,969,970,2023-05-16,CUST970,Male,59,Electronics,4,500,2000,1.0,High,5,2023
970,970,971,2023-12-05,CUST971,Female,27,Electronics,4,50,200,0.0886075949367088,Madium,12,2023
971,971,972,2023-02-11,CUST972,Male,49,Beauty,4,25,100,0.0379746835443038,Low,2,2023
972,972,973,2023-03-22,CUST973,Male,60,Clothing,1,50,50,0.0126582278481012,Low,3,2023
973,973,974,2023-05-03,CUST974,Male,47,Beauty,1,30,30,0.0025316455696202,Low,5,2023
974,974,975,2023-03-30,CUST975,Female,56,Clothing,4,50,200,0.0886075949367088,Madium,3,2023
975,975,976,2023-10-10,CUST976,Female,48,Beauty,2,300,600,0.2911392405063291,,10,2023
976,976,977,2023-02-08,CUST977,Female,35,Electronics,3,25,75,0.0253164556962025,Low,2,2023
977,977,978,2023-03-22,CUST978,Female,53,Clothing,3,50,150,0.0632911392405063,Madium,3,2023
978,978,979,2023-01-02,CUST979,Female,19,Beauty,1,25,25,0.0,Low,1,2023
979,979,980,2023-07-29,CUST980,Female,31,Electronics,3,25,75,0.0253164556962025,Low,7,2023
980,980,981,2023-08-19,CUST981,Female,30,Electronics,2,30,60,0.0177215189873417,Low,8,2023
981,981,982,2023-12-19,CUST982,Female,46,Beauty,3,30,90,0.0329113924050632,Low,12,2023
982,982,983,2023-11-01,CUST983,Female,29,Clothing,1,300,300,0.1392405063291139,Madium,11,2023
983,983,984,2023-08-29,CUST984,Male,56,Clothing,1,500,500,0.240506329113924,Madium,8,2023
984,984,985,2023-05-30,CUST985,Female,19,Electronics,2,25,50,0.0126582278481012,Low,5,2023
985,985,986,2023-01-17,CUST986,Female,49,Clothing,2,500,1000,0.4936708860759494,High,1,2023
986,986,987,2023-04-29,CUST987,Female,30,Clothing,3,300,900,0.4430379746835443,,4,2023
987,987,988,2023-05-28,CUST988,Female,63,Clothing,3,25,75,0.0253164556962025,Low,5,2023
988,988,989,2023-12-28,CUST989,Female,44,Electronics,1,25,25,0.0,Low,12,2023
989,989,990,2023-05-25,CUST990,Female,58,Beauty,2,500,1000,0.4936708860759494,High,5,2023
990,990,991,2023-12-26,CUST991,Female,34,Clothing,2,50,100,0.0379746835443038,Low,12,2023
991,991,992,2023-08-21,CUST992,Female,57,Electronics,2,30,60,0.0177215189873417,Low,8,2023
992,992,993,2023-02-06,CUST993,Female,48,Electronics,3,50,150,0.0632911392405063,Madium,2,2023
993,993,994,2023-12-18,CUST994,Female,51,Beauty,2,500,1000,0.4936708860759494,High,12,2023
994,994,995,2023-04-30,CUST995,Female,41,Clothing,1,30,30,0.0025316455696202,Low,4,2023
995,995,996,2023-05-16,CUST996,Male,62,Clothing,1,50,50,0.0126582278481012,Low,5,2023
996,996,997,2023-11-17,CUST997,Male,52,Beauty,3,30,90,0.0329113924050632,Low,11,2023
997,997,998,2023-10-29,CUST998,Female,23,Beauty,4,25,100,0.0379746835443038,Low,10,2023
998,998,999,2023-12-05,CUST999,Female,36,Electronics,3,50,150,0.0632911392405063,Madium,12,2023
999,999,1000,2023-04-12,CUST1000,Male,47,Electronics,4,30,120,0.0481012658227848,Madium,4,2023
